customer_type,customer_idx,param,created_at
user,5723,9781635190151,2022-08-26 14:19:03
user,5723,9781635190151,2022-08-26 14:19:28
user,5723,9781635190151,2022-08-26 14:19:45
user,5723,9781635190151,2022-08-26 14:20:22
user,5641,9781635190151,2022-08-26 14:41:06
user,5700,9788982226434,2022-08-26 15:10:49
user,5473,9791161571089,2022-08-26 16:39:20
user,5473,9791161570341,2022-08-26 16:40:13
user,5473,9791161571089,2022-08-26 16:41:09
user,5700,9788982226434,2022-08-26 23:49:44
user,5730,9791168340541,2022-08-26 23:54:18
user,5594,9788982226472,2022-08-27 00:20:18
user,5731,9781635190243,2022-08-27 01:12:50
user,5731,9781635190243,2022-08-27 01:15:03
user,5692,9781635190151,2022-08-27 01:58:16
user,5692,9781635190151,2022-08-27 02:17:47
user,5732,9788953934283,2022-08-27 03:36:33
user,5732,9788953934283,2022-08-27 03:36:37
user,5732,9788953934405,2022-08-27 03:36:38
user,5732,9788953934283,2022-08-27 03:37:11
user,5732,9788953934405,2022-08-27 03:37:11
user,5732,9788953934283,2022-08-27 03:37:41
user,5732,9788953934405,2022-08-27 03:37:42
user,5732,9788953934405,2022-08-27 03:38:00
user,5732,9788953934283,2022-08-27 03:38:01
user,5732,9788953934283,2022-08-27 03:38:03
user,5732,9788953934405,2022-08-27 03:38:04
user,5733,9781635190151,2022-08-27 05:29:47
user,4266,9781635190151,2022-08-27 08:16:09
user,4266,9781635190168,2022-08-27 08:16:19
user,4266,9781635190168,2022-08-27 08:16:25
user,5735,9788973819447,2022-08-27 08:32:11
user,5735,9791132267287,2022-08-27 08:32:19
user,5735,9788973819447,2022-08-27 08:33:02
user,5735,9788997134090,2022-08-27 08:33:31
user,5737,9781635190151,2022-08-27 11:28:16
user,5738,9781635190151,2022-08-27 12:25:01
user,5737,9781635190151,2022-08-27 14:40:45
user,5740,9788953934283,2022-08-27 14:45:32
user,2795,9781635190168,2022-08-27 18:59:07
user,5302,9788983927804,2022-08-28 03:14:47
user,5302,9788950992460,2022-08-28 03:24:23
user,5686,9788953934290,2022-08-28 04:33:04
user,5742,9781635190151,2022-08-28 04:41:57
user,5742,9781635190151,2022-08-28 04:44:39
user,5744,9781635190151,2022-08-28 06:48:31
user,2343,9788968502880,2022-08-28 10:26:38
user,2343,9788968504167,2022-08-28 10:26:59
user,2343,9788968504167,2022-08-28 10:27:23
user,2343,9788968502880,2022-08-28 10:28:07
user,751,9781635190243,2022-08-28 13:31:53
user,5747,9781635190151,2022-08-28 14:19:06
user,5748,9781635190151,2022-08-28 15:06:23
user,5748,9781635190151,2022-08-28 15:08:35
