,customer_type,customer_idx,isbn,created_at,title,date
214,user,5555,9781635190151,2022-08-25 07:52:19,Anytime Korean Beginning 1,2020.3.1
215,user,5677,9781635190151,2022-08-25 08:18:08,Anytime Korean Beginning 1,2020.3.1
216,user,5688,9781635190151,2022-08-25 13:36:55,Anytime Korean Beginning 1,2020.3.1
217,user,5690,9781635190151,2022-08-25 13:52:33,Anytime Korean Beginning 1,2020.3.1
218,user,5692,9781635190151,2022-08-25 15:32:25,Anytime Korean Beginning 1,2020.3.1
219,user,5701,9781635190151,2022-08-26 01:20:25,Anytime Korean Beginning 1,2020.3.1
220,user,5706,9781635190151,2022-08-26 03:50:09,Anytime Korean Beginning 1,2020.3.1
221,user,5706,9781635190151,2022-08-26 03:50:54,Anytime Korean Beginning 1,2020.3.1
222,user,5706,9781635190151,2022-08-26 03:51:58,Anytime Korean Beginning 1,2020.3.1
223,user,5706,9781635190151,2022-08-26 03:52:50,Anytime Korean Beginning 1,2020.3.1
224,user,5706,9781635190151,2022-08-26 03:53:09,Anytime Korean Beginning 1,2020.3.1
225,user,5706,9781635190151,2022-08-26 03:53:30,Anytime Korean Beginning 1,2020.3.1
226,user,5706,9781635190151,2022-08-26 03:54:02,Anytime Korean Beginning 1,2020.3.1
227,user,5665,9781635190151,2022-08-26 05:02:02,Anytime Korean Beginning 1,2020.3.1
228,user,5665,9781635190151,2022-08-26 05:02:49,Anytime Korean Beginning 1,2020.3.1
229,user,5706,9781635190151,2022-08-26 05:43:17,Anytime Korean Beginning 1,2020.3.1
230,user,5706,9781635190151,2022-08-26 05:45:25,Anytime Korean Beginning 1,2020.3.1
231,user,5566,9781635190151,2022-08-26 12:48:25,Anytime Korean Beginning 1,2020.3.1
232,user,5723,9781635190151,2022-08-26 14:17:25,Anytime Korean Beginning 1,2020.3.1
233,user,5723,9781635190151,2022-08-26 14:18:44,Anytime Korean Beginning 1,2020.3.1
234,user,5723,9781635190151,2022-08-26 14:19:03,Anytime Korean Beginning 1,2020.3.1
235,user,5723,9781635190151,2022-08-26 14:19:28,Anytime Korean Beginning 1,2020.3.1
236,user,5723,9781635190151,2022-08-26 14:19:45,Anytime Korean Beginning 1,2020.3.1
237,user,5723,9781635190151,2022-08-26 14:20:22,Anytime Korean Beginning 1,2020.3.1
238,user,5641,9781635190151,2022-08-26 14:41:06,Anytime Korean Beginning 1,2020.3.1
239,user,5692,9781635190151,2022-08-27 01:58:16,Anytime Korean Beginning 1,2020.3.1
240,user,5692,9781635190151,2022-08-27 02:17:47,Anytime Korean Beginning 1,2020.3.1
241,user,5733,9781635190151,2022-08-27 05:29:47,Anytime Korean Beginning 1,2020.3.1
242,user,4266,9781635190151,2022-08-27 08:16:09,Anytime Korean Beginning 1,2020.3.1
243,user,5737,9781635190151,2022-08-27 11:28:16,Anytime Korean Beginning 1,2020.3.1
244,user,5738,9781635190151,2022-08-27 12:25:01,Anytime Korean Beginning 1,2020.3.1
245,user,5737,9781635190151,2022-08-27 14:40:45,Anytime Korean Beginning 1,2020.3.1
246,user,5742,9781635190151,2022-08-28 04:41:57,Anytime Korean Beginning 1,2020.3.1
247,user,5742,9781635190151,2022-08-28 04:44:39,Anytime Korean Beginning 1,2020.3.1
248,user,5744,9781635190151,2022-08-28 06:48:31,Anytime Korean Beginning 1,2020.3.1
249,user,5747,9781635190151,2022-08-28 14:19:06,Anytime Korean Beginning 1,2020.3.1
250,user,5748,9781635190151,2022-08-28 15:06:23,Anytime Korean Beginning 1,2020.3.1
251,user,5748,9781635190151,2022-08-28 15:08:35,Anytime Korean Beginning 1,2020.3.1
252,user,5748,9781635190151,2022-08-28 15:09:31,Anytime Korean Beginning 1,2020.3.1
253,user,5750,9781635190151,2022-08-29 01:15:29,Anytime Korean Beginning 1,2020.3.1
254,user,5750,9781635190151,2022-08-29 01:16:40,Anytime Korean Beginning 1,2020.3.1
255,user,5750,9781635190151,2022-08-29 01:17:04,Anytime Korean Beginning 1,2020.3.1
256,user,5750,9781635190151,2022-08-29 01:21:55,Anytime Korean Beginning 1,2020.3.1
257,user,5755,9781635190151,2022-08-29 07:46:39,Anytime Korean Beginning 1,2020.3.1
258,user,5755,9781635190151,2022-08-29 07:46:54,Anytime Korean Beginning 1,2020.3.1
259,user,5756,9781635190151,2022-08-29 07:48:48,Anytime Korean Beginning 1,2020.3.1
260,user,5744,9781635190151,2022-08-29 08:32:38,Anytime Korean Beginning 1,2020.3.1
261,user,5756,9781635190151,2022-08-29 11:38:06,Anytime Korean Beginning 1,2020.3.1
262,user,5747,9781635190151,2022-08-29 11:47:32,Anytime Korean Beginning 1,2020.3.1
263,user,5747,9781635190151,2022-08-29 11:50:23,Anytime Korean Beginning 1,2020.3.1
264,user,5746,9781635190151,2022-08-29 12:39:29,Anytime Korean Beginning 1,2020.3.1
265,user,5763,9781635190151,2022-08-29 12:53:58,Anytime Korean Beginning 1,2020.3.1
266,user,5746,9781635190151,2022-08-29 12:56:07,Anytime Korean Beginning 1,2020.3.1
267,user,5764,9781635190151,2022-08-29 13:24:24,Anytime Korean Beginning 1,2020.3.1
268,user,5764,9781635190151,2022-08-29 13:24:28,Anytime Korean Beginning 1,2020.3.1
269,user,5765,9781635190151,2022-08-29 13:40:36,Anytime Korean Beginning 1,2020.3.1
270,user,5764,9781635190151,2022-08-29 13:55:18,Anytime Korean Beginning 1,2020.3.1
271,user,5764,9781635190151,2022-08-29 13:55:58,Anytime Korean Beginning 1,2020.3.1
272,user,5738,9781635190151,2022-08-29 18:29:03,Anytime Korean Beginning 1,2020.3.1
273,user,5771,9781635190151,2022-08-29 23:30:57,Anytime Korean Beginning 1,2020.3.1
274,user,5773,9781635190151,2022-08-30 02:23:48,Anytime Korean Beginning 1,2020.3.1
275,user,5773,9781635190151,2022-08-30 02:24:58,Anytime Korean Beginning 1,2020.3.1
276,user,5775,9781635190151,2022-08-30 04:16:28,Anytime Korean Beginning 1,2020.3.1
277,user,5775,9781635190151,2022-08-30 04:16:35,Anytime Korean Beginning 1,2020.3.1
278,user,5775,9781635190151,2022-08-30 04:20:53,Anytime Korean Beginning 1,2020.3.1
279,user,5756,9781635190151,2022-08-30 05:46:16,Anytime Korean Beginning 1,2020.3.1
280,user,5577,9781635190151,2022-08-30 06:58:49,Anytime Korean Beginning 1,2020.3.1
281,user,5783,9781635190151,2022-08-30 13:03:07,Anytime Korean Beginning 1,2020.3.1
282,user,5739,9781635190151,2022-08-30 14:38:55,Anytime Korean Beginning 1,2020.3.1
283,user,5739,9781635190151,2022-08-30 14:46:31,Anytime Korean Beginning 1,2020.3.1
284,user,5786,9781635190151,2022-08-30 16:36:29,Anytime Korean Beginning 1,2020.3.1
285,user,5788,9781635190151,2022-08-30 18:50:36,Anytime Korean Beginning 1,2020.3.1
286,user,5788,9781635190151,2022-08-30 18:51:12,Anytime Korean Beginning 1,2020.3.1
287,user,5790,9781635190151,2022-08-30 23:19:42,Anytime Korean Beginning 1,2020.3.1
288,user,5790,9781635190151,2022-08-30 23:20:50,Anytime Korean Beginning 1,2020.3.1
289,user,5791,9781635190151,2022-08-31 01:23:06,Anytime Korean Beginning 1,2020.3.1
290,user,5792,9781635190151,2022-08-31 01:43:36,Anytime Korean Beginning 1,2020.3.1
291,user,5795,9781635190151,2022-08-31 03:08:12,Anytime Korean Beginning 1,2020.3.1
292,user,5795,9781635190151,2022-08-31 03:17:42,Anytime Korean Beginning 1,2020.3.1
293,user,5795,9781635190151,2022-08-31 03:56:15,Anytime Korean Beginning 1,2020.3.1
294,user,5796,9781635190151,2022-08-31 04:03:04,Anytime Korean Beginning 1,2020.3.1
295,user,5799,9781635190151,2022-08-31 05:23:59,Anytime Korean Beginning 1,2020.3.1
